ID_Transaccion,Fecha_Compra,Dias_Transito_Internacional,Costo_Envio_Subsidiado_USD,Dias_Ultima_Milla_Peru
TRX003585,2024-10-03,13,4.99,3
TRX003586,2024-09-30,11,0,3
TRX003587,2024-08-19,12,0,3
TRX003588,2024-07-20,11,0,1
TRX003589,2024-05-31,10,0,1
TRX003590,2024-07-09,15,0,3
TRX003591,2024-07-15,14,2.99,3
TRX003592,2024-06-25,7,0,2
TRX003593,2024-09-09,11,0,3
TRX003594,2024-08-28,8,0,3
TRX003595,2024-08-13,7,0,3
TRX003596,2024-10-11,9,0,5
TRX003597,2024-10-16,13,0,3
TRX003598,2024-09-11,9,0,4
TRX003599,2024-07-07,11,0,3
TRX003600,2024-07-19,15,4.99,1
TRX003601,2024-10-10,11,0,1
TRX003602,2024-06-29,15,4.99,3
TRX003603,2024-07-30,11,0,3
TRX003604,2024-07-11,14,0,2
TRX003605,2024-09-28,12,0,3
TRX003606,2024-05-17,12,0,2
TRX003607,2024-09-01,12,0,1
TRX003608,2024-08-05,14,0,2
TRX003609,2024-08-15,6,0,1
TRX003610,2024-05-11,15,0,4
TRX003611,2024-07-02,11,2.99,3
TRX003612,2024-10-14,12,0,5
TRX003613,2024-09-14,10,0,4
TRX003614,2024-08-05,7,0,3
TRX003615,2024-08-11,16,2.99,5
TRX003616,2024-07-01,12,0,1
TRX003617,2024-08-09,17,0,3
TRX003618,2024-10-07,13,0,3
TRX003619,2024-10-07,12,0,1
TRX003620,2024-05-23,17,0,3
TRX003621,2024-09-16,11,0,1
TRX003622,2024-09-20,10,0,4
TRX003623,2024-10-22,11,0,2
TRX003624,2024-08-02,15,0,4
TRX003625,2024-07-24,10,0,2
TRX003626,2024-06-15,14,0,3
TRX003627,2024-09-30,10,2.99,1
TRX003628,2024-10-12,16,0,3
TRX003629,2024-08-20,10,0,4
TRX003630,2024-06-24,10,0,4
TRX003631,2024-07-23,12,2.99,3
TRX003632,2024-08-21,10,0,3
TRX003633,2024-07-19,9,0,4
TRX003634,2024-05-31,6,2.99,1
TRX003635,2024-09-27,13,0,2
TRX003636,2024-06-12,9,0,3
TRX003637,2024-05-02,13,0,2
TRX003638,2024-08-15,14,0,4
TRX003639,2024-06-27,13,2.99,2
TRX003640,2024-06-04,14,0,2
TRX003641,2024-05-25,17,0,4
TRX003642,2024-06-28,9,0,5
TRX003643,2024-07-26,14,0,4
TRX003644,2024-09-18,15,0,4
TRX003645,2024-05-07,15,0,1
TRX003646,2024-07-22,9,2.99,2
TRX003647,2024-09-11,14,4.99,3
TRX003648,2024-05-05,9,2.99,1
TRX003649,2024-06-14,15,0,2
TRX003650,2024-08-23,12,4.99,1
TRX003651,2024-09-28,11,0,2
TRX003652,2024-08-01,9,4.99,2
TRX003653,2024-10-16,9,0,4
TRX003654,2024-09-12,9,0,1
TRX003655,2024-08-02,11,0,5
TRX003656,2024-09-21,9,0,4
TRX003657,2024-09-16,9,0,2
TRX003658,2024-10-24,14,0,1
TRX003659,2024-06-30,7,2.99,3
TRX003660,2024-10-02,10,0,3
TRX003661,2024-09-07,18,0,3
TRX003662,2024-09-03,5,0,2
TRX003663,2024-06-06,12,0,2
TRX003664,2024-05-25,7,0,3
TRX003665,2024-06-27,15,2.99,6
TRX003666,2024-05-24,9,2.99,3
TRX003667,2024-06-09,13,0,1
TRX003668,2024-08-24,12,0,3
TRX003669,2024-10-10,12,0,1
TRX003670,2024-10-10,12,0,2
TRX003671,2024-09-12,15,2.99,2
TRX003672,2024-06-06,9,0,4
TRX003673,2024-08-23,17,0,3
TRX003674,2024-07-06,10,0,5
TRX003675,2024-09-14,13,0,2
TRX003676,2024-09-20,11,2.99,3
TRX003677,2024-09-01,15,0,3
TRX003678,2024-05-30,13,0,4
TRX003679,2024-06-28,13,2.99,5
TRX003680,2024-05-13,12,0,2
TRX003681,2024-07-27,14,0,3
TRX003682,2024-10-02,10,0,7
TRX003683,2024-10-19,14,0,3
TRX003684,2024-09-21,12,0,3
TRX003685,2024-10-21,16,0,2
TRX003686,2024-10-20,13,0,2
TRX003687,2024-06-19,5,0,3
TRX003688,2024-09-24,11,0,1
TRX003689,2024-05-20,9,0,4
TRX003690,2024-10-07,5,0,7
TRX003691,2024-09-22,8,0,1
TRX003692,2024-08-04,10,0,6
TRX003693,2024-08-29,10,0,2
TRX003694,2024-09-27,13,4.99,1
TRX003695,2024-05-20,8,0,3
TRX003696,2024-06-19,15,0,2
TRX003697,2024-05-23,10,0,4
TRX003698,2024-06-14,11,4.99,2
TRX003699,2024-08-05,16,0,3
TRX003700,2024-07-30,18,2.99,2
TRX003701,2024-06-02,11,0,4
TRX003702,2024-07-31,14,0,2
TRX003703,2024-08-02,16,0,2
TRX003704,2024-07-14,15,0,1
TRX003705,2024-09-22,12,0,2
TRX003706,2024-05-06,10,2.99,1
TRX003707,2024-07-26,13,2.99,1
TRX003708,2024-08-23,9,0,4
TRX003709,2024-05-15,14,0,2
TRX003710,2024-09-04,14,0,1
TRX003711,2024-05-15,10,0,3
TRX003712,2024-09-30,11,2.99,3
TRX003713,2024-09-22,9,0,2
TRX003714,2024-10-07,14,0,2
TRX003715,2024-06-16,9,0,5
TRX003716,2024-05-28,9,0,1
TRX003717,2024-09-23,15,0,3
TRX003718,2024-06-18,15,2.99,1
TRX003719,2024-08-30,17,0,3
TRX003720,2024-09-03,9,0,6
TRX003721,2024-05-17,12,0,2
TRX003722,2024-05-01,9,0,2
TRX003723,2024-06-03,10,0,2
TRX003724,2024-05-20,12,2.99,1
TRX003725,2024-08-31,12,4.99,3
TRX003726,2024-08-17,12,0,3
TRX003727,2024-07-24,13,0,1
TRX003728,2024-07-23,11,2.99,4
TRX003729,2024-09-10,5,2.99,1
TRX003730,2024-07-28,6,0,1
TRX003731,2024-06-15,10,0,3
TRX003732,2024-06-09,12,0,3
TRX003733,2024-08-27,14,0,2
TRX003734,2024-05-16,17,0,3
TRX003735,2024-08-20,10,0,3
TRX003736,2024-10-11,17,0,3
TRX003737,2024-07-07,5,0,2
TRX003738,2024-06-12,7,0,3
TRX003739,2024-08-18,10,0,4
TRX003740,2024-07-14,16,0,2
TRX003741,2024-08-07,10,2.99,1
TRX003742,2024-06-25,13,0,3
TRX003743,2024-09-12,14,0,1
TRX003744,2024-06-08,7,4.99,1
TRX003745,2024-10-04,16,0,4
TRX003746,2024-09-13,14,0,3
TRX003747,2024-08-12,12,0,1
TRX003748,2024-10-03,12,0,1
TRX003749,2024-07-15,11,0,3
TRX003750,2024-06-07,9,0,3
TRX003751,2024-06-27,9,0,2
TRX003752,2024-08-30,14,0,2
TRX003753,2024-07-05,13,0,2
TRX003754,2024-09-05,10,0,5
TRX003755,2024-09-27,13,0,2
TRX003756,2024-09-22,8,0,2
TRX003757,2024-06-01,11,0,3
TRX003758,2024-07-11,9,2.99,4
TRX003759,2024-06-15,16,0,3
TRX003760,2024-06-20,7,0,1
TRX003761,2024-06-14,13,0,3
TRX003762,2024-05-30,14,0,3
TRX003763,2024-06-01,15,0,2
TRX003764,2024-06-29,9,0,5
TRX003765,2024-06-14,9,2.99,2
TRX003766,2024-06-01,7,0,4
TRX003767,2024-06-09,8,0,2
TRX003768,2024-09-29,5,2.99,4
TRX003769,2024-08-10,8,0,1
TRX003770,2024-05-22,14,0,3
TRX003771,2024-10-25,15,0,2
TRX003772,2024-09-18,11,0,3
TRX003773,2024-07-01,18,0,3
TRX003774,2024-07-18,13,0,2
TRX003775,2024-07-15,8,0,5
TRX003776,2024-06-14,13,0,2
TRX003777,2024-08-06,16,4.99,2
TRX003778,2024-08-18,14,0,3
TRX003779,2024-08-04,15,0,1
TRX003780,2024-07-06,16,0,3
TRX003781,2024-08-08,12,0,3
TRX003782,2024-06-25,8,0,2
TRX003783,2024-05-28,10,2.99,4
TRX003784,2024-05-19,9,0,3
TRX003785,2024-08-14,7,0,4
TRX003786,2024-08-12,13,0,2
TRX003787,2024-07-14,17,0,2
TRX003788,2024-07-28,10,0,3
TRX003789,2024-07-26,10,0,3
TRX003790,2024-06-14,6,4.99,2
TRX003791,2024-07-19,12,0,4
TRX003792,2024-10-27,10,0,5
TRX003793,2024-07-23,10,4.99,1
TRX003794,2024-05-17,13,0,5
TRX003795,2024-09-03,7,2.99,3
TRX003796,2024-09-10,15,0,1
TRX003797,2024-10-06,14,0,4
TRX003798,2024-10-09,14,0,3
TRX003799,2024-10-23,12,0,2
TRX003800,2024-05-04,13,0,6
TRX003801,2024-06-20,16,2.99,1
TRX003802,2024-08-20,11,2.99,2
TRX003803,2024-09-09,12,0,4
TRX003804,2024-05-22,16,0,4
TRX003805,2024-06-15,8,0,3
TRX003806,2024-10-19,8,0,2
TRX003807,2024-05-16,12,2.99,1
TRX003808,2024-08-22,14,0,2
TRX003809,2024-07-03,9,0,2
TRX003810,2024-10-09,11,0,2
TRX003811,2024-10-25,11,0,3
TRX003812,2024-05-18,16,4.99,2
TRX003813,2024-10-12,8,2.99,1
TRX003814,2024-09-25,14,4.99,2
TRX003815,2024-06-16,11,0,5
TRX003816,2024-10-08,6,0,3
TRX003817,2024-10-16,6,0,3
TRX003818,2024-09-04,14,0,1
TRX003819,2024-06-30,11,0,3
TRX003820,2024-08-16,9,0,1
TRX003821,2024-10-24,13,0,1
TRX003822,2024-08-27,17,0,4
TRX003823,2024-09-03,12,0,2
TRX003824,2024-09-07,14,0,2
TRX003825,2024-07-13,12,2.99,1
TRX003826,2024-07-17,9,0,1
TRX003827,2024-08-12,12,0,2
TRX003828,2024-07-23,7,0,3
TRX003829,2024-09-07,19,0,3
TRX003830,2024-08-09,11,0,4
TRX003831,2024-08-22,9,0,3
TRX003832,2024-09-03,11,4.99,3
TRX003833,2024-09-13,12,0,2
TRX003834,2024-10-16,15,0,1
TRX003835,2024-09-09,13,0,3
TRX003836,2024-09-20,14,0,1
TRX003837,2024-10-10,9,0,1
TRX003838,2024-09-11,19,0,3
TRX003839,2024-10-05,9,0,2
TRX003840,2024-05-15,8,0,3
TRX003841,2024-10-03,8,0,5
TRX003842,2024-07-11,15,4.99,3
TRX003843,2024-06-18,14,0,2
TRX003844,2024-05-21,12,0,4
TRX003845,2024-08-30,15,0,3
TRX003846,2024-10-28,11,0,4
TRX003847,2024-10-23,9,0,4
TRX003848,2024-07-08,10,0,2
TRX003849,2024-06-30,13,0,5
TRX003850,2024-10-10,10,0,3
TRX003851,2024-05-03,9,0,3
TRX003852,2024-10-04,5,0,3
TRX003853,2024-10-21,14,0,6
TRX003854,2024-05-07,7,2.99,4
TRX003855,2024-10-17,10,0,3
TRX003856,2024-07-17,11,0,1
TRX003857,2024-10-01,10,0,4
TRX003858,2024-05-04,9,0,4
TRX003859,2024-05-17,10,0,3
TRX003860,2024-10-23,8,0,4
TRX003861,2024-10-02,14,0,3
TRX003862,2024-06-06,14,0,3
TRX003863,2024-09-17,14,0,1
TRX003864,2024-07-01,5,0,2
TRX003865,2024-08-04,9,0,2
TRX003866,2024-05-13,13,0,1
TRX003867,2024-10-20,9,0,3
TRX003868,2024-08-01,14,0,3
TRX003869,2024-06-24,9,0,3
TRX003870,2024-06-08,16,0,1
TRX003871,2024-06-01,5,2.99,4
TRX003872,2024-06-13,13,0,3
TRX003873,2024-10-09,10,0,3
TRX003874,2024-08-03,14,0,2
TRX003875,2024-08-22,15,0,2
TRX003876,2024-07-25,12,0,2
TRX003877,2024-05-14,11,0,5
TRX003878,2024-09-01,5,0,4
TRX003879,2024-10-10,11,4.99,5
TRX003880,2024-05-10,17,2.99,3
TRX003881,2024-10-18,13,0,1
TRX003882,2024-07-30,11,0,2
TRX003883,2024-07-08,13,0,1
TRX003884,2024-09-10,12,0,4
TRX003885,2024-06-20,13,0,2
TRX003886,2024-07-16,9,0,6
TRX003887,2024-08-06,5,2.99,5
TRX003888,2024-09-11,18,0,2
TRX003889,2024-07-18,7,0,2
TRX003890,2024-08-13,10,0,4
TRX003891,2024-05-23,9,0,1
TRX003892,2024-08-19,12,0,4
TRX003893,2024-05-31,13,4.99,2
TRX003894,2024-10-04,14,0,3
TRX003895,2024-09-10,10,0,2
TRX003896,2024-05-29,8,0,2
TRX003897,2024-07-31,11,0,1
TRX003898,2024-09-30,8,2.99,4
TRX003899,2024-06-05,11,4.99,4
TRX003900,2024-07-19,11,0,1
TRX003901,2024-10-20,12,0,2
TRX003902,2024-08-05,12,2.99,7
TRX003903,2024-06-23,15,2.99,4
TRX003904,2024-06-06,14,0,5
TRX003905,2024-07-18,6,0,3
TRX003906,2024-05-16,11,0,1
TRX003907,2024-08-08,10,0,2
TRX003908,2024-10-12,13,0,2
TRX003909,2024-06-16,12,0,3
TRX003910,2024-09-21,10,0,2
TRX003911,2024-07-20,9,0,4
TRX003912,2024-08-13,7,0,4
TRX003913,2024-10-27,12,0,4
TRX003914,2024-06-24,13,0,1
TRX003915,2024-09-11,11,0,4
TRX003916,2024-07-27,9,0,1
TRX003917,2024-05-06,20,0,4
TRX003918,2024-07-22,10,0,3
TRX003919,2024-06-23,10,0,1
TRX003920,2024-09-20,10,0,3
TRX003921,2024-07-15,9,0,2
TRX003922,2024-09-03,8,0,2
TRX003923,2024-09-15,8,0,2
TRX003924,2024-10-22,13,0,3
TRX003925,2024-07-03,7,0,4
TRX003926,2024-08-29,7,0,4
TRX003927,2024-10-07,12,0,1
TRX003928,2024-08-20,8,0,3
TRX003929,2024-10-08,8,2.99,1
TRX003930,2024-05-22,8,0,1
TRX003931,2024-06-25,12,0,5
TRX003932,2024-09-29,9,0,2
TRX003933,2024-10-19,13,2.99,2
TRX003934,2024-08-02,11,0,1
TRX003935,2024-10-17,12,0,3
TRX003936,2024-07-24,13,0,2
TRX003937,2024-09-18,14,0,1
TRX003938,2024-09-25,15,0,1
TRX003939,2024-05-16,9,0,2
TRX003940,2024-10-24,10,0,3
TRX003941,2024-10-27,13,0,1
TRX003942,2024-05-22,7,0,3
TRX003943,2024-08-19,11,0,2
TRX003944,2024-08-07,6,2.99,5
TRX003945,2024-10-28,12,0,4
TRX003946,2024-07-27,10,0,2
TRX003947,2024-10-13,12,2.99,3
TRX003948,2024-05-10,10,0,1
TRX003949,2024-07-04,10,2.99,3
TRX003950,2024-10-04,11,0,4
TRX003951,2024-10-05,14,4.99,4
TRX003952,2024-07-27,13,0,5
TRX003953,2024-07-17,15,0,2
TRX003954,2024-07-22,11,0,1
TRX003955,2024-09-18,10,0,3
TRX003956,2024-07-13,13,0,3
TRX003957,2024-05-03,12,0,4
TRX003958,2024-10-14,11,0,3
TRX003959,2024-07-16,10,0,4
TRX003960,2024-09-02,8,0,4
TRX003961,2024-09-09,14,2.99,2
TRX003962,2024-09-21,11,0,1
TRX003963,2024-10-02,18,2.99,2
TRX003964,2024-07-30,10,0,3
TRX003965,2024-08-16,10,0,2
TRX003966,2024-05-03,9,0,2
TRX003967,2024-05-12,14,0,4
TRX003968,2024-06-26,10,0,5
TRX003969,2024-06-05,13,0,5
TRX003970,2024-10-08,16,0,6
TRX003971,2024-10-06,14,0,2
TRX003972,2024-10-02,14,0,4
TRX003973,2024-08-07,12,2.99,3
TRX003974,2024-08-26,11,0,3
TRX003975,2024-09-22,16,0,2
TRX003976,2024-05-02,9,0,2
TRX003977,2024-10-10,10,2.99,1
TRX003978,2024-07-26,14,0,3
TRX003979,2024-09-11,9,0,2
TRX003980,2024-08-13,12,0,1
TRX003981,2024-07-21,14,0,1
TRX003982,2024-10-01,11,0,5
TRX003983,2024-05-31,13,0,1
TRX003984,2024-10-06,18,0,4
TRX003985,2024-05-31,5,0,4
TRX003986,2024-08-03,12,0,4
TRX003987,2024-06-05,13,0,2
TRX003988,2024-08-10,10,0,2
TRX003989,2024-10-05,6,0,4
TRX003990,2024-07-05,5,4.99,3
TRX003991,2024-09-08,11,2.99,3
TRX003992,2024-08-06,8,0,2
TRX003993,2024-05-06,15,0,4
TRX003994,2024-05-27,11,0,2
TRX003995,2024-10-27,6,0,4
TRX003996,2024-06-04,14,2.99,1
TRX003997,2024-09-14,5,0,1
TRX003998,2024-07-19,8,0,3
TRX003999,2024-10-17,15,2.99,4
TRX004000,2024-10-07,15,0,3
TRX004001,2024-09-25,15,2.99,3
TRX004002,2024-08-02,11,2.99,2
TRX004003,2024-10-22,11,0,1
TRX004004,2024-09-04,15,0,3
TRX004005,2024-08-13,13,0,3
TRX004006,2024-06-30,14,0,5
TRX004007,2024-10-19,9,4.99,2
TRX004008,2024-10-02,16,0,1
TRX004009,2024-06-25,12,0,3
TRX004010,2024-10-16,6,0,1
TRX004011,2024-05-10,10,0,1
TRX004012,2024-07-09,9,2.99,3
TRX004013,2024-06-18,8,2.99,1
TRX004014,2024-08-30,14,0,1
TRX004015,2024-10-07,5,0,5
TRX004016,2024-07-07,13,0,3
TRX004017,2024-07-26,16,0,4
TRX004018,2024-08-07,5,0,4
TRX004019,2024-07-11,14,2.99,3
TRX004020,2024-06-14,7,0,2
TRX004021,2024-07-31,15,0,4
TRX004022,2024-09-24,14,0,3
TRX004023,2024-09-30,5,0,1
TRX004024,2024-09-22,15,0,2
TRX004025,2024-08-16,7,0,3
TRX004026,2024-07-21,8,0,3
TRX004027,2024-10-27,12,2.99,2
TRX004028,2024-08-06,11,2.99,2
TRX004029,2024-06-11,14,0,3
TRX004030,2024-05-31,11,0,1
TRX004031,2024-07-11,16,2.99,1
TRX004032,2024-07-09,14,0,2
TRX004033,2024-09-21,11,0,1
TRX004034,2024-08-20,12,0,1
TRX004035,2024-08-23,15,0,1
TRX004036,2024-09-11,5,0,3
TRX004037,2024-09-21,13,0,4
TRX004038,2024-05-05,13,0,4
TRX004039,2024-10-18,6,0,1
TRX004040,2024-10-27,17,0,3
TRX004041,2024-07-24,12,2.99,5
TRX004042,2024-05-19,11,0,2
TRX004043,2024-07-20,10,0,3
TRX004044,2024-07-29,8,0,2
TRX004045,2024-08-07,14,0,4
TRX004046,2024-06-20,13,0,2
TRX004047,2024-05-16,10,0,4
TRX004048,2024-08-23,11,0,1
TRX004049,2024-10-10,20,2.99,3
TRX004050,2024-08-08,7,0,1
TRX004051,2024-10-13,14,0,3
TRX004052,2024-10-05,11,0,1
TRX004053,2024-08-17,12,0,2
TRX004054,2024-07-02,16,0,4
TRX004055,2024-09-28,13,0,1
TRX004056,2024-09-07,10,0,3
TRX004057,2024-09-15,10,0,4
TRX004058,2024-08-19,14,0,3
TRX004059,2024-07-09,15,0,4
TRX004060,2024-10-17,13,0,1
TRX004061,2024-08-17,8,0,3
TRX004062,2024-06-04,9,0,1
TRX004063,2024-05-06,10,0,2
TRX004064,2024-05-15,6,0,3
TRX004065,2024-08-29,8,0,2
TRX004066,2024-06-23,12,0,3
TRX004067,2024-07-13,9,0,2
TRX004068,2024-08-30,13,0,3
TRX004069,2024-05-29,12,0,2
TRX004070,2024-08-15,17,0,1
TRX004071,2024-10-22,7,0,1
TRX004072,2024-09-26,11,0,3
TRX004073,2024-06-05,12,0,4
TRX004074,2024-07-31,8,0,4
TRX004075,2024-05-24,13,0,2
TRX004076,2024-06-19,7,0,1
TRX004077,2024-05-10,9,0,4
TRX004078,2024-07-27,17,4.99,3
TRX004079,2024-08-18,17,0,2
TRX004080,2024-08-10,13,0,1
TRX004081,2024-05-04,9,0,3
TRX004082,2024-05-25,15,0,3
TRX004083,2024-06-27,6,2.99,1
TRX004084,2024-07-27,11,0,4
TRX004085,2024-10-01,13,0,6
TRX004086,2024-06-22,15,0,2
TRX004087,2024-10-27,10,0,2
TRX004088,2024-05-26,13,0,2
TRX004089,2024-09-15,13,0,4
TRX004090,2024-10-21,11,2.99,3
TRX004091,2024-08-23,5,0,3
TRX004092,2024-07-15,13,0,1
TRX004093,2024-08-28,10,2.99,1
TRX004094,2024-10-05,12,4.99,2
TRX004095,2024-09-01,15,0,2
TRX004096,2024-06-20,11,4.99,2
TRX004097,2024-08-30,11,0,2
TRX004098,2024-07-11,11,0,2
TRX004099,2024-07-29,11,0,1
TRX004100,2024-05-25,10,0,1
TRX004101,2024-06-17,10,2.99,1
TRX004102,2024-10-23,10,2.99,2
TRX004103,2024-05-02,16,0,3
TRX004104,2024-07-06,15,0,4
TRX004105,2024-05-16,12,0,4
TRX004106,2024-07-03,14,0,1
TRX004107,2024-10-13,12,0,1
TRX004108,2024-10-24,8,0,1
TRX004109,2024-09-29,17,0,4
TRX004110,2024-06-27,17,2.99,1
TRX004111,2024-05-19,12,0,4
TRX004112,2024-08-26,15,0,1
TRX004113,2024-08-17,17,0,1
TRX004114,2024-10-08,11,0,2
TRX004115,2024-06-27,16,0,1
TRX004116,2024-07-26,8,0,3
TRX004117,2024-08-26,12,0,6
TRX004118,2024-09-21,7,0,1
TRX004119,2024-09-05,9,0,1
TRX004120,2024-05-18,14,0,1
TRX004121,2024-05-21,14,2.99,1
TRX004122,2024-08-21,12,0,2
TRX004123,2024-05-13,14,0,4
TRX004124,2024-08-06,14,0,4
TRX004125,2024-10-21,16,0,3
TRX004126,2024-10-01,15,0,5
TRX004127,2024-05-09,12,0,2
TRX004128,2024-09-01,13,0,2
TRX004129,2024-06-22,16,0,4
TRX004130,2024-06-19,13,0,3
TRX004131,2024-07-23,12,2.99,4
TRX004132,2024-05-06,13,0,1
TRX004133,2024-07-27,8,0,5
TRX004134,2024-07-28,15,0,2
TRX004135,2024-06-09,19,0,2
TRX004136,2024-10-06,11,0,2
TRX004137,2024-05-26,15,0,2
TRX004138,2024-06-08,8,2.99,1
TRX004139,2024-10-25,13,0,4
TRX004140,2024-06-24,12,0,3
TRX004141,2024-05-30,7,0,1
TRX004142,2024-08-29,16,2.99,5
TRX004143,2024-07-03,14,0,2
TRX004144,2024-10-10,14,2.99,3
TRX004145,2024-08-18,15,0,1
TRX004146,2024-05-25,9,0,3
TRX004147,2024-10-12,8,4.99,1
TRX004148,2024-08-24,15,0,2
TRX004149,2024-09-02,14,0,4
TRX004150,2024-08-17,11,0,4
TRX004151,2024-09-26,13,0,3
TRX004152,2024-08-03,11,0,3
TRX004153,2024-05-31,10,0,2
TRX004154,2024-06-14,12,0,4
TRX004155,2024-06-03,10,2.99,1
TRX004156,2024-05-14,14,0,1
TRX004157,2024-05-10,8,0,2
TRX004158,2024-09-03,10,0,2
TRX004159,2024-06-12,12,2.99,3
TRX004160,2024-09-09,13,0,2
TRX004161,2024-05-13,12,0,1
TRX004162,2024-05-28,12,0,2
TRX004163,2024-09-25,11,0,4
TRX004164,2024-08-15,18,0,1
TRX004165,2024-08-04,8,0,6
TRX004166,2024-10-20,13,0,1
TRX004167,2024-09-22,11,0,5
TRX004168,2024-10-16,15,0,1
TRX004169,2024-10-15,10,4.99,2
TRX004170,2024-08-11,14,0,1
TRX004171,2024-07-22,19,0,1
TRX004172,2024-10-18,12,0,4
TRX004173,2024-07-26,16,2.99,1
TRX004174,2024-06-29,9,0,3
TRX004175,2024-05-01,5,0,2
TRX004176,2024-07-10,13,0,2
TRX004177,2024-09-06,9,0,2
TRX004178,2024-09-20,12,0,2
TRX004179,2024-10-05,11,0,2
TRX004180,2024-10-02,9,2.99,2
TRX004181,2024-07-13,13,0,6
TRX004182,2024-09-23,19,0,3
TRX004183,2024-05-26,14,0,5
TRX004184,2024-07-14,9,0,2
TRX004185,2024-07-25,16,0,2
TRX004186,2024-06-01,16,0,3
TRX004187,2024-06-25,13,0,5
TRX004188,2024-07-25,15,0,2
TRX004189,2024-05-08,12,0,1
TRX004190,2024-05-05,17,2.99,4
TRX004191,2024-07-16,10,0,4
TRX004192,2024-10-05,17,4.99,3
TRX004193,2024-08-17,17,0,4
TRX004194,2024-08-25,14,0,1
TRX004195,2024-07-05,13,4.99,2
TRX004196,2024-07-28,12,4.99,2
TRX004197,2024-10-07,10,2.99,1
TRX004198,2024-06-13,13,0,6
TRX004199,2024-07-27,13,2.99,2
TRX004200,2024-06-04,15,2.99,1
TRX004201,2024-05-14,7,0,4
TRX004202,2024-09-17,20,0,1
TRX004203,2024-06-15,14,0,6
TRX004204,2024-06-30,12,0,4
TRX004205,2024-10-14,10,0,1
TRX004206,2024-08-28,15,2.99,3
TRX004207,2024-08-03,17,0,3
TRX004208,2024-09-25,11,0,1
TRX004209,2024-08-05,7,0,3
TRX004210,2024-08-02,10,0,1
TRX004211,2024-06-23,16,0,3
TRX004212,2024-08-12,14,4.99,2
TRX004213,2024-06-10,9,0,3
TRX004214,2024-10-22,7,0,1
TRX004215,2024-05-24,8,0,1
TRX004216,2024-05-08,16,0,2
TRX004217,2024-08-11,14,0,2
TRX004218,2024-08-26,12,0,1
TRX004219,2024-09-17,16,0,1
TRX004220,2024-07-19,12,0,4
TRX004221,2024-07-27,13,0,2
TRX004222,2024-10-21,13,2.99,1
TRX004223,2024-07-14,10,0,2
TRX004224,2024-10-06,13,0,1
TRX004225,2024-07-05,9,0,4
TRX004226,2024-08-12,12,0,1
TRX004227,2024-06-07,14,0,4
TRX004228,2024-08-21,9,0,1
TRX004229,2024-09-21,16,0,2
TRX004230,2024-10-16,12,0,1
TRX004231,2024-09-06,8,0,2
TRX004232,2024-05-23,11,4.99,3
TRX004233,2024-10-20,13,0,1
TRX004234,2024-07-29,17,0,4
TRX004235,2024-07-06,12,0,2
TRX004236,2024-09-11,9,0,1
TRX004237,2024-06-29,10,0,4
TRX004238,2024-07-19,15,0,1
TRX004239,2024-08-05,10,0,2
TRX004240,2024-07-15,9,0,2
TRX004241,2024-06-18,10,0,3
TRX004242,2024-08-28,15,0,3
TRX004243,2024-10-06,10,0,2
TRX004244,2024-07-21,13,0,2
TRX004245,2024-08-03,12,2.99,6
TRX004246,2024-07-12,12,4.99,1
TRX004247,2024-07-27,11,0,5
TRX004248,2024-06-24,11,2.99,1
TRX004249,2024-07-06,11,0,2
TRX004250,2024-05-02,14,0,1
TRX004251,2024-09-27,11,0,4
TRX004252,2024-07-12,10,0,2
TRX004253,2024-09-02,6,2.99,4
TRX004254,2024-10-13,13,0,5
TRX004255,2024-10-24,12,0,3
TRX004256,2024-10-15,15,0,2
TRX004257,2024-07-11,5,0,4
TRX004258,2024-06-22,11,0,2
TRX004259,2024-06-05,9,0,1
TRX004260,2024-07-03,11,0,5
TRX004261,2024-10-25,17,0,3
TRX004262,2024-05-21,8,0,1
TRX004263,2024-06-03,11,0,3
TRX004264,2024-08-31,11,0,1
TRX004265,2024-10-25,9,0,2
TRX004266,2024-10-09,9,0,5
TRX004267,2024-06-30,10,0,2
TRX004268,2024-07-17,12,0,1
TRX004269,2024-09-09,17,0,2
TRX004270,2024-06-09,10,0,3
TRX004271,2024-08-26,15,0,2
TRX004272,2024-08-19,15,0,3
TRX004273,2024-08-16,12,0,1
TRX004274,2024-06-08,12,0,3
TRX004275,2024-06-14,19,0,2
TRX004276,2024-08-09,14,0,1
TRX004277,2024-10-19,9,0,4
TRX004278,2024-08-22,15,0,3
TRX004279,2024-10-22,14,0,3
TRX004280,2024-05-14,18,2.99,1
TRX004281,2024-08-24,13,0,3
TRX004282,2024-08-21,15,0,1
TRX004283,2024-08-25,7,0,1
TRX004284,2024-09-02,16,2.99,2
TRX004285,2024-09-28,13,0,3
TRX004286,2024-07-14,10,0,1
TRX004287,2024-10-09,15,0,2
TRX004288,2024-08-25,11,0,3
TRX004289,2024-05-17,14,0,4
TRX004290,2024-05-12,14,0,1
TRX004291,2024-09-09,10,0,3
TRX004292,2024-06-24,12,0,3
TRX004293,2024-06-19,11,0,5
TRX004294,2024-07-03,10,0,3
TRX004295,2024-09-17,9,0,4
TRX004296,2024-06-04,14,0,1
TRX004297,2024-05-10,9,4.99,2
TRX004298,2024-08-08,6,0,1
TRX004299,2024-07-05,8,0,2
TRX004300,2024-08-21,12,0,2
TRX004301,2024-06-14,8,0,3
TRX004302,2024-06-13,5,4.99,3
TRX004303,2024-08-07,8,0,1
TRX004304,2024-08-28,15,0,4
